"id","name","category","price","description"
312,"Chicken and waffles","Home & Garden",18224,"Haskell features a type system with type inference and lazy evaluation."
313,"Corned beef","Home & Garden",1216,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
314,"Rice and gravy","Books",12433,"Atoms are used within a program to denote distinguished values."
315,"Buffalo Wings","Health & Hygine",17655,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
316,"Tuna casserole","Music Instruments",12824,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
317,"Chicken French","Beauty & Personal",12489,"Ports are used to communicate with the external world."
318,"Spring Rolls","Fashion",7422,"The arguments can be primitive data types or compound data types."
319,"Chicken fried bacon","Books",8574,"Type classes first appeared in the Haskell programming language."
320,"Tres Leches Cake","Home & Garden",2599,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
321,"French Dip","Home & Garden",13574,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
322,"Mashed potato","Health & Hygine",16374,"In 1989 the building was heavily damaged by fire, but it has since been restored."
323,"Jalapeno Poppers","Office Supply",16009,"Do you come here often?"
324,"Creme Brulee","Sports & Outdoor",16767,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
325,"Moules Frites","Office Supply",5331,"Atoms are used within a program to denote distinguished values."
326,"Hawaiian haystack","Books",7285,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
327,"Jell-O","Health & Hygine",19450,"Erlang is known for its designs that are well suited for systems."
328,"Hangtown fry","Books",14524,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
329,"Mozzarella Sticks","Video Games",15145,"Do you come here often?"
330,"Sushi","Video Games",5591,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
331,"Abalone","Home & Garden",7749,"Tuples are containers for a fixed number of Erlang data types."
332,"Suckling Pig","Home & Garden",17998,"In 1989 the building was heavily damaged by fire, but it has since been restored."
333,"Hummus","Office Supply",2123,"Erlang is a general-purpose, concurrent, functional programming language."
334,"Salted caramel cookie","Video Games",11701,"Any element of a tuple can be accessed in constant time."
335,"Ribs","Sports & Outdoor",12704,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
336,"Sour cream","Music Instruments",12161,"Type classes first appeared in the Haskell programming language."
337,"Wasabi Peas","Beauty & Personal",8190,"Make me a sandwich."
338,"Jambalaya","Office Supply",11891,"In 1989 the building was heavily damaged by fire, but it has since been restored."
339,"Brisket","Health & Hygine",3187,"It is also a garbage-collected runtime system."
340,"City chicken","Health & Hygine",12355,"Do you have any idea why this is not working?"
341,"Eggs Neptune","Health & Hygine",7973,"Ports are created with the built-in function open_port."
342,"French Onion Soup","Electronics",16102,"Type classes first appeared in the Haskell programming language."
343,"Doughnut","Office Supply",15499,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
344,"Pepperoni Pizza","Books",3376,"Where are my pants?"
345,"Coq Au Vin","Fashion",5227,"It is also a garbage-collected runtime system."
346,"Drunken chicken","Health & Hygine",1037,"Ports are created with the built-in function open_port."
347,"Biscuit","Beauty & Personal",10257,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
348,"Bacon Cheeseburger","Health & Hygine",16090,"It is also a garbage-collected runtime system."
349,"Piroshky","Video Games",12802,"Ports are used to communicate with the external world."
350,"Chocolate Chip Cookie","Music Instruments",16088,"The arguments can be primitive data types or compound data types."
351,"Chili con carne","Home & Garden",18738,"Ports are used to communicate with the external world."
352,"Huevos Rancheros","Beauty & Personal",1254,"Where are my pants?"
353,"Maple Bacon Doughnut","Video Games",17655,"Tuples are containers for a fixed number of Erlang data types."
354,"Fried fish","Sports & Outdoor",3754,"Ports are used to communicate with the external world."
355,"American fried rice","Sports & Outdoor",5896,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
356,"Lorna Doone","Books",15771,"Erlang is a general-purpose, concurrent, functional programming language."
357,"Cheese balls","Music Instruments",10990,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
358,"Creamed corn","Home & Garden",15054,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
359,"Massaman Curry","Beauty & Personal",7916,"Make me a sandwich."
360,"Po'Boy","Electronics",8828,"It is also a garbage-collected runtime system."
361,"Shepherd's Pie","Home & Garden",19827,"Make me a sandwich."
362,"Sushi","Books",6765,"Any element of a tuple can be accessed in constant time."
363,"Fajita","Video Games",13668,"Do you come here often?"
364,"Turducken","Books",5798,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
365,"Chicken Manchurian","Office Supply",2489,"Atoms are used within a program to denote distinguished values."
366,"Protein bar","Home & Garden",8277,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
367,"Tuna Pizza","Fashion",9042,"Ports are created with the built-in function open_port."
368,"Chile Relleno","Music Instruments",10713,"Erlang is a general-purpose, concurrent, functional programming language."
369,"Stuffed peppers","Electronics",7448,"Do you have any idea why this is not working?"
370,"Mulligan stew","Home & Garden",577,"In 1989 the building was heavily damaged by fire, but it has since been restored."
371,"Ice Cream Sundae","Electronics",8921,"Tuples are containers for a fixed number of Erlang data types."
372,"Liver and onions","Health & Hygine",6222,"He looked inquisitively at his keyboard and wrote another sentence."
373,"Burnt ends","Books",5671,"Where are my pants?"
374,"Beef Manhattan","Music Instruments",6843,"I don't even care."
375,"Biscuit","Electronics",9790,"Do you have any idea why this is not working?"
376,"Chips and dip","Music Instruments",10619,"Do you have any idea why this is not working?"
377,"City chicken","Beauty & Personal",645,"Do you come here often?"
378,"Buffalo burger","Health & Hygine",9148,"Type classes first appeared in the Haskell programming language."
379,"Apple sauce","Health & Hygine",16980,"Ports are used to communicate with the external world."
380,"Pancakes","Office Supply",1632,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
381,"Senate bean soup","Video Games",13954,"She spent her earliest years reading classic literature, and writing poetry."
382,"Sichuan Hot Pot","Home & Garden",10921,"Make me a sandwich."
383,"Senate bean soup","Sports & Outdoor",7580,"Make me a sandwich."
384,"Bull roast","Video Games",19446,"Its main implementation is the Glasgow Haskell Compiler."
385,"Pasta salad","Electronics",15488,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
386,"Choco pie","Beauty & Personal",7840,"Erlang is a general-purpose, concurrent, functional programming language."
387,"Porterhouse Steak","Office Supply",18315,"Type classes first appeared in the Haskell programming language."
388,"Dirty rice","Beauty & Personal",10799,"She spent her earliest years reading classic literature, and writing poetry."
389,"Soft Shell Crab","Office Supply",10522,"In 1989 the building was heavily damaged by fire, but it has since been restored."
390,"Margherita Pizza","Beauty & Personal",19160,"Ports are used to communicate with the external world."
391,"Hot chicken","Books",1274,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
392,"Sweetbreads","Beauty & Personal",12690,"Make me a sandwich."
393,"Empanada","Video Games",11767,"Make me a sandwich."
394,"Potato Wedges","Sports & Outdoor",8160,"Erlang is a general-purpose, concurrent, functional programming language."
395,"Peanut butter","Electronics",19197,"Type classes first appeared in the Haskell programming language."
396,"Shish Kabob","Beauty & Personal",9783,"Any element of a tuple can be accessed in constant time."
397,"Pickled Okra","Home & Garden",11392,"Type classes first appeared in the Haskell programming language."
398,"Mozzarella sticks","Sports & Outdoor",14221,"He looked inquisitively at his keyboard and wrote another sentence."
399,"Celery Victor","Home & Garden",13369,"Erlang is a general-purpose, concurrent, functional programming language."
