"id","name","category","price","description"
317,"Kimchi","Home & Garden",12166,"Ports are used to communicate with the external world."
318,"Fajitas","Home & Garden",12579,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
319,"Polenta","Office Supply",10618,"I don't even care."
320,"Steamed clams","Books",10340,"Where are my pants?"
321,"Clam cake","Music Instruments",14030,"Erlang is a general-purpose, concurrent, functional programming language."
322,"Scrapple","Books",9601,"It is also a garbage-collected runtime system."
323,"Gumbo","Beauty & Personal",11077,"Ports are used to communicate with the external world."
324,"Corned beef","Health & Hygine",7415,"In 1989 the building was heavily damaged by fire, but it has since been restored."
325,"Buffalo burger","Office Supply",17710,"I don't even care."
326,"Brisket","Health & Hygine",17293,"I don't even care."
327,"French Dip","Video Games",14671,"Ports are created with the built-in function open_port."
328,"Chicken sandwich","Electronics",12123,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
329,"Domesticated turkey","Beauty & Personal",1621,"The arguments can be primitive data types or compound data types."
330,"Bruschetta","Sports & Outdoor",7509,"I don't even care."
331,"Garden salad","Home & Garden",4235,"Do you come here often?"
332,"BBQ Ribs","Sports & Outdoor",19096,"Type classes first appeared in the Haskell programming language."
333,"Patty","Sports & Outdoor",5965,"Ports are used to communicate with the external world."
334,"Potato skins","Books",19020,"The arguments can be primitive data types or compound data types."
335,"Hawaiian haystack","Video Games",2217,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
336,"Burnt ends","Home & Garden",19310,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
337,"Garlic bread","Books",8935,"Any element of a tuple can be accessed in constant time."
338,"Gyoza","Home & Garden",10155,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
339,"Chicken nugget","Beauty & Personal",8110,"Atoms are used within a program to denote distinguished values."
340,"Sushi","Health & Hygine",2925,"Atoms are used within a program to denote distinguished values."
341,"Protein bar","Home & Garden",8882,"Do you have any idea why this is not working?"
342,"Italian Beef Sandwich","Books",14203,"Ports are used to communicate with the external world."
343,"Celery Victor","Books",7163,"Make me a sandwich."
344,"Cowboy beans","Sports & Outdoor",12898,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
345,"Chicken French","Fashion",15122,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
346,"Brunswick stew","Office Supply",9266,"Ports are used to communicate with the external world."
347,"Buffalo Wings","Office Supply",6819,"It is also a garbage-collected runtime system."
348,"Paella","Beauty & Personal",13373,"Erlang is a general-purpose, concurrent, functional programming language."
349,"Philly Cheese Steak","Office Supply",12574,"Ports are created with the built-in function open_port."
350,"Vegemite on Toast","Electronics",9659,"Erlang is known for its designs that are well suited for systems."
351,"Cowboy beans","Sports & Outdoor",12615,"Tuples are containers for a fixed number of Erlang data types."
352,"Margherita Pizza","Electronics",3864,"Its main implementation is the Glasgow Haskell Compiler."
353,"Corn chowder","Sports & Outdoor",6267,"Haskell features a type system with type inference and lazy evaluation."
354,"Hog fry","Home & Garden",1771,"Tuples are containers for a fixed number of Erlang data types."
355,"Pumpkin pie","Electronics",14555,"The arguments can be primitive data types or compound data types."
356,"Gumbo","Sports & Outdoor",9155,"Make me a sandwich."
357,"Spring Rolls","Music Instruments",1062,"Type classes first appeared in the Haskell programming language."
358,"Albacore Tuna Melt","Electronics",18889,"Haskell features a type system with type inference and lazy evaluation."
359,"Thousand Island dressing","Sports & Outdoor",6521,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
360,"Abalone","Music Instruments",17123,"Any element of a tuple can be accessed in constant time."
361,"Caviar","Sports & Outdoor",15239,"Make me a sandwich."
362,"Pigs in blankets","Home & Garden",2008,"Any element of a tuple can be accessed in constant time."
363,"Domesticated turkey","Music Instruments",9008,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
364,"Jerky","Books",4003,"Erlang is known for its designs that are well suited for systems."
365,"Chicken Manchurian","Beauty & Personal",11195,"Erlang is known for its designs that are well suited for systems."
366,"Pumpkin pie","Video Games",14125,"In 1989 the building was heavily damaged by fire, but it has since been restored."
367,"Calamari","Sports & Outdoor",11772,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
368,"Salad bar","Home & Garden",7831,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
369,"Fried Catfish","Video Games",11693,"He looked inquisitively at his keyboard and wrote another sentence."
370,"Vichyssoise","Sports & Outdoor",3763,"Erlang is known for its designs that are well suited for systems."
371,"Mozzarella sticks","Office Supply",4546,"Tuples are containers for a fixed number of Erlang data types."
372,"Pasta salad","Home & Garden",17249,"The arguments can be primitive data types or compound data types."
373,"Grilled Snake","Electronics",13819,"Ports are created with the built-in function open_port."
374,"Chicken fried bacon","Home & Garden",9435,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
375,"Mini pizzas","Office Supply",1023,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
376,"Potato salad","Music Instruments",8271,"Any element of a tuple can be accessed in constant time."
377,"Energy bar","Office Supply",17370,"Make me a sandwich."
378,"Coleslaw","Beauty & Personal",13804,"Its main implementation is the Glasgow Haskell Compiler."
379,"Creme Brulee","Music Instruments",17099,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
380,"Liver and onions","Sports & Outdoor",18120,"In 1989 the building was heavily damaged by fire, but it has since been restored."
381,"Hot chicken","Video Games",10478,"I don't even care."
382,"Chicken herby pasta bake","Fashion",2332,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
383,"Stuffed zucchini","Fashion",2232,"In 1989 the building was heavily damaged by fire, but it has since been restored."
384,"Protein bar","Beauty & Personal",7841,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
385,"Tetrazzini","Health & Hygine",13237,"Do you have any idea why this is not working?"
386,"Chicken sandwich","Beauty & Personal",14643,"Haskell features a type system with type inference and lazy evaluation."
387,"Butter cookie","Home & Garden",6113,"I don't even care."
388,"Domesticated turkey","Music Instruments",10166,"Atoms are used within a program to denote distinguished values."
389,"Maple Bacon Doughnut","Office Supply",19399,"Type classes first appeared in the Haskell programming language."
390,"Maple bacon donut","Video Games",18892,"Do you have any idea why this is not working?"
391,"Lorna Doone","Health & Hygine",19168,"Do you have any idea why this is not working?"
392,"Ribs","Electronics",8816,"Do you come here often?"
393,"Salad bar","Health & Hygine",15973,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
394,"Drunken chicken","Fashion",15276,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
395,"Charleston red rice","Health & Hygine",1742,"Ports are created with the built-in function open_port."
396,"Supreme pizza","Beauty & Personal",11843,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
397,"Hoppin' John","Office Supply",18163,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
398,"Chicken Tikka Masala","Health & Hygine",9218,"Ports are used to communicate with the external world."
399,"Currywurst","Office Supply",1152,"Any element of a tuple can be accessed in constant time."
400,"Drunken chicken","Sports & Outdoor",6925,"Ports are used to communicate with the external world."
401,"Haggis","Electronics",18988,"Do you have any idea why this is not working?"
402,"Wasabi Peas","Books",9620,"Do you have any idea why this is not working?"
403,"Queso Fresco","Beauty & Personal",2309,"Do you have any idea why this is not working?"
404,"Swiss steak","Books",19312,"The arguments can be primitive data types or compound data types."
